,Block Name,Point ID,CoordinateX,CoordinateY,CoordinateZ,Magnitude_Velocity_Dataset_V_MAG_N_1_1_0,Magnitude_Vorticity_Dataset_VORTICITY_MAG_N_1_1_0,Points_0,Points_1,Points_2,Points_Magnitude,Result_0,Result_1,Result_2,Result_Magnitude,X_Component_Velocity_Dataset_V_X_N_1_1_0,Y_Component_Velocity_Dataset_V_Y_N_1_1_0,Z_Component_Velocity_Dataset_V_Z_N_1_1_0,Vortex
885,x_plane_Step_1_Incr_0,527,3.14159,2.69279,1.69546,0.738877,1.52725,3.14159,2.69279,1.69546,4.47161,1.0733e-07,-0.360827,-0.636842,0.731959,1.0733e-07,-0.360827,-0.636842,0.0
886,x_plane_Step_1_Incr_0,528,3.14159,2.79253,1.59573,0.599689,1.18033,3.14159,2.79253,1.59573,4.49602,9.43448e-08,-0.39464,-0.419004,0.575591,9.43448e-08,-0.39464,-0.419004,1.0
892,x_plane_Step_1_Incr_0,529,3.14159,2.89226,1.496,0.423034,2.61234,3.14159,2.89226,1.496,4.52469,6.31361e-08,-0.371091,-0.0645745,0.376667,6.31361e-08,-0.371091,-0.0645745,1.0
898,x_plane_Step_1_Incr_0,530,3.14159,2.99199,1.39626,0.454658,4.12868,3.14159,2.99199,1.39626,4.55754,6.86077e-08,-0.145517,0.391029,0.417227,6.86077e-08,-0.145517,0.391029,1.0
904,x_plane_Step_1_Incr_0,531,3.14159,3.09173,1.29653,0.725364,1.7089,3.14159,3.09173,1.29653,4.59449,9.81249e-08,0.016227,0.72085,0.721032,9.81249e-08,0.016227,0.72085,1.0
910,x_plane_Step_1_Incr_0,532,3.14159,3.19146,1.1968,0.746231,1.3595,3.14159,3.19146,1.1968,4.63544,8.92157e-08,-0.0578184,0.738383,0.740643,8.92157e-08,-0.0578184,0.738383,0.0
911,x_plane_Step_1_Incr_0,533,3.14159,3.29119,1.1968,0.601399,3.16445,3.14159,3.29119,1.1968,4.70467,7.52076e-08,-0.162334,0.568432,0.591158,7.52076e-08,-0.162334,0.568432,0.0
912,x_plane_Step_1_Incr_0,534,3.14159,0.398932,0.0,0.379515,0.248295,3.14159,0.398932,0.0,3.16682,-2.53383e-07,0.371078,0.0192891,0.371579,-2.53383e-07,0.371078,0.0192891,0.0
913,x_plane_Step_1_Incr_0,535,3.14159,0.498666,0.0997331,0.437324,0.288799,3.14159,0.498666,0.0997331,3.18249,-1.06931e-07,0.429624,0.0393007,0.431418,-1.06931e-07,0.429624,0.0393007,0.0
914,x_plane_Step_1_Incr_0,536,3.14159,0.598399,0.199466,0.489577,0.33231,3.14159,0.598399,0.199466,3.20429,-7.7318e-08,0.47841,0.0790115,0.484891,-7.7318e-08,0.47841,0.0790115,0.0
915,x_plane_Step_1_Incr_0,537,3.14159,0.698132,0.299199,0.540119,0.390321,3.14159,0.698132,0.299199,3.23211,-9.98406e-08,0.522025,0.121457,0.535968,-9.98406e-08,0.522025,0.121457,0.0
916,x_plane_Step_1_Incr_0,538,3.14159,0.797865,0.398932,0.591624,0.44821,3.14159,0.797865,0.398932,3.26578,-1.01974e-07,0.56287,0.168989,0.58769,-1.01974e-07,0.56287,0.168989,0.0
917,x_plane_Step_1_Incr_0,539,3.14159,0.897598,0.498666,0.646771,0.51285,3.14159,0.897598,0.498666,3.30514,-7.29597e-08,0.602704,0.223396,0.642773,-7.29597e-08,0.602704,0.223396,0.0
918,x_plane_Step_1_Incr_0,540,3.14159,0.997331,0.598399,0.705971,0.596432,3.14159,0.997331,0.598399,3.34998,-5.4705e-08,0.641183,0.285618,0.701921,-5.4705e-08,0.641183,0.285618,0.0
919,x_plane_Step_1_Incr_0,541,3.14159,1.09706,0.698132,0.765933,0.673063,3.14159,1.09706,0.698132,3.40008,-5.03005e-08,0.675986,0.352143,0.762209,-5.03005e-08,0.675986,0.352143,0.0
920,x_plane_Step_1_Incr_0,542,3.14159,1.1968,0.797865,0.820689,0.756392,3.14159,1.1968,0.797865,3.45522,-2.69901e-08,0.704056,0.415602,0.817569,-2.69901e-08,0.704056,0.415602,0.0
921,x_plane_Step_1_Incr_0,543,3.14159,1.29653,0.897598,0.857479,0.904035,3.14159,1.29653,0.897598,3.51515,-1.13046e-08,0.7174,0.465818,0.855365,-1.13046e-08,0.7174,0.465818,0.0
922,x_plane_Step_1_Incr_0,544,3.14159,1.39626,0.997331,0.858881,0.998971,3.14159,1.39626,0.997331,3.57964,6.33137e-09,0.711875,0.479213,0.858144,6.33137e-09,0.711875,0.479213,0.0
923,x_plane_Step_1_Incr_0,545,3.14159,1.496,1.09706,0.806764,1.05654,3.14159,1.496,1.09706,3.64845,4.97614e-08,0.678706,0.434216,0.805721,4.97614e-08,0.678706,0.434216,0.0
924,x_plane_Step_1_Incr_0,546,3.14159,1.59573,1.1968,0.688435,0.848445,3.14159,1.59573,1.1968,3.72133,1.0274e-07,0.610058,0.305566,0.682306,1.0274e-07,0.610058,0.305566,0.0
925,x_plane_Step_1_Incr_0,547,3.14159,1.69546,1.29653,0.539508,0.458256,3.14159,1.69546,1.29653,3.79805,1.03646e-07,0.513705,0.106197,0.524567,1.03646e-07,0.513705,0.106197,0.0
926,x_plane_Step_1_Incr_0,548,3.14159,1.7952,1.39626,0.310903,2.54463,3.14159,1.7952,1.39626,3.87839,9.56401e-08,0.278196,-0.0536386,0.283319,9.56401e-08,0.278196,-0.0536386,0.0
927,x_plane_Step_1_Incr_0,549,3.14159,1.89493,1.496,0.242563,2.2612,3.14159,1.89493,1.496,3.96212,1.24615e-07,-0.172677,-0.0928676,0.196065,1.24615e-07,-0.172677,-0.0928676,0.0
928,x_plane_Step_1_Incr_0,550,3.14159,1.99466,1.59573,0.469832,0.429594,3.14159,1.99466,1.59573,4.04903,1.02969e-07,-0.376176,-0.256893,0.455524,1.02969e-07,-0.376176,-0.256893,0.0
929,x_plane_Step_1_Incr_0,551,3.14159,2.0944,1.69546,0.650236,0.927246,3.14159,2.0944,1.69546,4.13892,8.51104e-08,-0.449458,-0.459523,0.642786,8.51104e-08,-0.449458,-0.459523,0.0
930,x_plane_Step_1_Incr_0,552,3.14159,1.59573,2.39359,0.866404,0.809913,3.14159,1.59573,2.39359,4.25972,-4.31871e-08,-0.778199,-0.377786,0.865053,-4.31871e-08,-0.778199,-0.377786,0.0
931,x_plane_Step_1_Incr_0,553,3.14159,1.69546,2.39359,0.854698,0.787017,3.14159,1.69546,2.39359,4.29808,-5.71259e-08,-0.762085,-0.383015,0.85292,-5.71259e-08,-0.762085,-0.383015,0.0
932,x_plane_Step_1_Incr_0,554,3.14159,1.7952,2.29386,0.856392,0.856178,3.14159,1.7952,2.29386,4.28417,-6.09276e-08,-0.734148,-0.436952,0.854343,-6.09276e-08,-0.734148,-0.436952,0.0
933,x_plane_Step_1_Incr_0,555,3.14159,1.89493,2.19413,0.858639,0.959322,3.14159,1.89493,2.19413,4.27488,-5.55216e-08,-0.698887,-0.495244,0.856568,-5.55216e-08,-0.698887,-0.495244,0.0
934,x_plane_Step_1_Incr_0,556,3.14159,1.99466,2.0944,0.860646,1.04806,3.14159,1.99466,2.0944,4.27022,-3.76724e-08,-0.65643,-0.553858,0.858871,-3.76724e-08,-0.65643,-0.553858,0.0
935,x_plane_Step_1_Incr_0,557,3.14159,2.0944,1.99466,0.859122,1.16255,3.14159,2.0944,1.99466,4.27022,-1.24886e-08,-0.605295,-0.60776,0.857761,-1.24886e-08,-0.605295,-0.60776,0.0
936,x_plane_Step_1_Incr_0,558,3.14159,2.19413,1.89493,0.848614,1.31179,3.14159,2.19413,1.89493,4.27488,1.02829e-08,-0.545184,-0.649104,0.84768,1.02829e-08,-0.545184,-0.649104,0.0
937,x_plane_Step_1_Incr_0,559,3.14159,2.19413,1.7952,0.794465,1.34315,3.14159,2.19413,1.7952,4.23161,4.73043e-08,-0.499991,-0.615047,0.792637,4.73043e-08,-0.499991,-0.615047,0.0
938,x_plane_Step_1_Incr_0,560,3.14159,1.7952,2.59306,0.793907,0.655496,3.14159,1.7952,2.59306,4.45155,-7.2113e-08,-0.741032,-0.277616,0.791328,-7.2113e-08,-0.741032,-0.277616,0.0
939,x_plane_Step_1_Incr_0,561,3.14159,1.7952,2.49333,0.8166,0.705436,3.14159,1.7952,2.49333,4.3942,-7.40109e-08,-0.742964,-0.332736,0.814069,-7.40109e-08,-0.742964,-0.332736,0.0
940,x_plane_Step_1_Incr_0,562,3.14159,1.89493,2.39359,0.818655,0.73268,3.14159,1.89493,2.39359,4.3806,-7.63638e-08,-0.718419,-0.386508,0.815791,-7.63638e-08,-0.718419,-0.386508,0.0
941,x_plane_Step_1_Incr_0,563,3.14159,1.99466,2.29386,0.823628,0.798523,3.14159,1.99466,2.29386,4.37151,-7.64778e-08,-0.687924,-0.446706,0.820235,-7.64778e-08,-0.687924,-0.446706,0.0
942,x_plane_Step_1_Incr_0,564,3.14159,2.0944,2.19413,0.833045,0.911381,3.14159,2.0944,2.19413,4.36696,-6.78139e-08,-0.649274,-0.515756,0.829192,-6.78139e-08,-0.649274,-0.515756,0.0
943,x_plane_Step_1_Incr_0,565,3.14159,2.19413,2.0944,0.846889,1.02901,3.14159,2.19413,2.0944,4.36696,-4.74608e-08,-0.602554,-0.589842,0.843199,-4.74608e-08,-0.602554,-0.589842,0.0
944,x_plane_Step_1_Incr_0,566,3.14159,2.29386,1.99466,0.858909,1.14944,3.14159,2.29386,1.99466,4.37151,-3.17209e-08,-0.547722,-0.657989,0.856124,-3.17209e-08,-0.547722,-0.657989,0.0
945,x_plane_Step_1_Incr_0,567,3.14159,2.39359,1.89493,0.862286,1.35623,3.14159,2.39359,1.89493,4.3806,-2.24354e-08,-0.487037,-0.709651,0.860703,-2.24354e-08,-0.487037,-0.709651,0.0
946,x_plane_Step_1_Incr_0,568,3.14159,2.49333,1.7952,0.835892,1.5229,3.14159,2.49333,1.7952,4.3942,3.45076e-08,-0.425718,-0.718148,0.834849,3.45076e-08,-0.425718,-0.718148,0.0
947,x_plane_Step_1_Incr_0,569,3.14159,2.59306,1.69546,0.758738,1.43825,3.14159,2.59306,1.69546,4.41227,1.03468e-07,-0.386119,-0.647119,0.753559,1.03468e-07,-0.386119,-0.647119,0.0
948,x_plane_Step_1_Incr_0,570,3.14159,2.69279,1.59573,0.645468,1.00993,3.14159,2.69279,1.59573,4.43476,9.84248e-08,-0.404557,-0.481564,0.628944,9.84248e-08,-0.404557,-0.481564,1.0
954,x_plane_Step_1_Incr_0,571,3.14159,2.79253,1.496,0.499137,1.76499,3.14159,2.79253,1.496,4.46159,7.50451e-08,-0.419507,-0.222837,0.475018,7.50451e-08,-0.419507,-0.222837,1.0
960,x_plane_Step_1_Incr_0,572,3.14159,2.89226,1.39626,0.33204,4.44768,3.14159,2.89226,1.39626,4.4927,6.77809e-08,-0.225625,0.149618,0.270725,6.77809e-08,-0.225625,0.149618,1.0
966,x_plane_Step_1_Incr_0,573,3.14159,2.99199,1.29653,0.544006,4.08042,3.14159,2.99199,1.29653,4.52798,7.63878e-08,0.0296042,0.531,0.531824,7.63878e-08,0.0296042,0.531,1.0
972,x_plane_Step_1_Incr_0,574,3.14159,3.09173,1.1968,0.746232,1.35949,3.14159,3.09173,1.1968,4.56735,8.46067e-08,0.0578171,0.738384,0.740644,8.46067e-08,0.0578171,0.738384,1.0
978,x_plane_Step_1_Incr_0,575,3.14159,3.19146,1.09706,0.699293,1.13979,3.14159,3.19146,1.09706,4.6107,8.63596e-08,-0.0860761,0.684304,0.689696,8.63596e-08,-0.0860761,0.684304,0.0
979,x_plane_Step_1_Incr_0,576,3.14159,3.29119,1.09706,0.599814,2.2911,3.14159,3.29119,1.09706,4.68029,6.97571e-08,-0.243632,0.533527,0.586522,6.97571e-08,-0.243632,0.533527,0.0
980,x_plane_Step_1_Incr_0,577,3.14159,0.498666,0.0,0.435946,0.283191,3.14159,0.498666,0.0,3.18092,-2.34612e-07,0.430127,0.0191216,0.430551,-2.34612e-07,0.430127,0.0191216,0.0
981,x_plane_Step_1_Incr_0,578,3.14159,0.598399,0.0997331,0.485154,0.315889,3.14159,0.598399,0.0997331,3.19963,-9.94715e-08,0.479076,0.0391181,0.480671,-9.94715e-08,0.479076,0.0391181,0.0
982,x_plane_Step_1_Incr_0,579,3.14159,0.698132,0.199466,0.531828,0.361648,3.14159,0.698132,0.199466,3.2244,-8.54782e-08,0.521984,0.079484,0.528001,-8.54782e-08,0.521984,0.079484,0.0
983,x_plane_Step_1_Incr_0,580,3.14159,0.797865,0.299199,0.578399,0.414405,3.14159,0.797865,0.299199,3.25511,-1.06866e-07,0.561421,0.123403,0.574823,-1.06866e-07,0.561421,0.123403,0.0
984,x_plane_Step_1_Incr_0,581,3.14159,0.897598,0.398932,0.627818,0.474787,3.14159,0.897598,0.398932,3.29157,-9.13809e-08,0.599869,0.172895,0.624288,-9.13809e-08,0.599869,0.172895,0.0
985,x_plane_Step_1_Incr_0,582,3.14159,0.997331,0.498666,0.681098,0.53885,3.14159,0.997331,0.498666,3.33361,-5.98654e-08,0.637609,0.229007,0.677487,-5.98654e-08,0.637609,0.229007,0.0
986,x_plane_Step_1_Incr_0,583,3.14159,1.09706,0.598399,0.737713,0.621089,3.14159,1.09706,0.598399,3.38101,-4.1895e-08,0.673735,0.291597,0.734131,-4.1895e-08,0.673735,0.291597,0.0
987,x_plane_Step_1_Incr_0,584,3.14159,1.1968,0.698132,0.793142,0.691417,3.14159,1.1968,0.698132,3.43356,-3.90975e-08,0.705139,0.356101,0.789955,-3.90975e-08,0.705139,0.356101,0.0
988,x_plane_Step_1_Incr_0,585,3.14159,1.29653,0.797865,0.840203,0.791929,3.14159,1.29653,0.797865,3.49101,-1.9915e-08,0.728456,0.413683,0.837724,-1.9915e-08,0.728456,0.413683,0.0
989,x_plane_Step_1_Incr_0,586,3.14159,1.39626,0.897598,0.864835,0.920399,3.14159,1.39626,0.897598,3.55314,-1.21473e-08,0.735019,0.453043,0.863424,-1.21473e-08,0.735019,0.453043,0.0
990,x_plane_Step_1_Incr_0,587,3.14159,1.496,0.997331,0.850389,1.00061,3.14159,1.496,0.997331,3.61971,1.40586e-08,0.721654,0.44891,0.849885,1.40586e-08,0.721654,0.44891,0.0
991,x_plane_Step_1_Incr_0,588,3.14159,1.59573,1.09706,0.778609,0.989591,3.14159,1.59573,1.09706,3.69046,6.83244e-08,0.677256,0.380034,0.776596,6.83244e-08,0.677256,0.380034,0.0
992,x_plane_Step_1_Incr_0,589,3.14159,1.69546,1.1968,0.649643,0.68782,3.14159,1.69546,1.1968,3.76517,1.07971e-07,0.59962,0.226536,0.640985,1.07971e-07,0.59962,0.226536,0.0
993,x_plane_Step_1_Incr_0,590,3.14159,1.7952,1.29653,0.504629,0.803333,3.14159,1.7952,1.29653,3.84361,9.96208e-08,0.487714,0.0198027,0.488116,9.96208e-08,0.487714,0.0198027,0.0
994,x_plane_Step_1_Incr_0,591,3.14159,1.89493,1.39626,0.256516,3.21496,3.14159,1.89493,1.39626,3.92555,1.18019e-07,0.152888,-0.0856212,0.17523,1.18019e-07,0.152888,-0.0856212,0.0
995,x_plane_Step_1_Incr_0,592,3.14159,1.99466,1.496,0.31081,1.44549,3.14159,1.99466,1.496,4.01077,1.11311e-07,-0.255036,-0.144368,0.293062,1.11311e-07,-0.255036,-0.144368,0.0
996,x_plane_Step_1_Incr_0,593,3.14159,2.0944,1.59573,0.520655,0.494264,3.14159,2.0944,1.59573,4.09908,9.59993e-08,-0.386956,-0.32964,0.508328,9.59993e-08,-0.386956,-0.32964,0.0
997,x_plane_Step_1_Incr_0,594,3.14159,2.19413,1.69546,0.692063,1.05626,3.14159,2.19413,1.69546,4.19027,7.79283e-08,-0.445751,-0.521619,0.686134,7.79283e-08,-0.445751,-0.521619,0.0
998,x_plane_Step_1_Incr_0,595,3.14159,1.59573,2.49333,0.853507,0.748835,3.14159,1.59573,2.49333,4.31655,-4.58893e-08,-0.783611,-0.334142,0.851878,-4.58893e-08,-0.783611,-0.334142,0.0
999,x_plane_Step_1_Incr_0,596,3.14159,1.69546,2.49333,0.836805,0.728988,3.14159,1.69546,2.49333,4.35441,-6.23888e-08,-0.764725,-0.334585,0.834717,-6.23888e-08,-0.764725,-0.334585,0.0
1000,x_plane_Step_1_Incr_0,597,3.14159,1.7952,2.39359,0.838723,0.75554,3.14159,1.7952,2.39359,4.33839,-6.82488e-08,-0.74201,-0.386079,0.836443,-6.82488e-08,-0.74201,-0.386079,0.0
1001,x_plane_Step_1_Incr_0,598,3.14159,1.89493,2.29386,0.842222,0.833984,3.14159,1.89493,2.29386,4.32691,-6.95496e-08,-0.713078,-0.443116,0.839543,-6.95496e-08,-0.713078,-0.443116,0.0
1002,x_plane_Step_1_Incr_0,599,3.14159,1.99466,2.19413,0.84825,0.934254,3.14159,1.99466,2.19413,4.32001,-6.32129e-08,-0.676323,-0.507104,0.845321,-6.32129e-08,-0.676323,-0.507104,0.0
1003,x_plane_Step_1_Incr_0,600,3.14159,2.0944,2.0944,0.856346,1.04336,3.14159,2.0944,2.0944,4.31771,-4.40555e-08,-0.632084,-0.573824,0.8537,-4.40555e-08,-0.632084,-0.573824,0.0
1004,x_plane_Step_1_Incr_0,601,3.14159,2.19413,1.99466,0.861388,1.14733,3.14159,2.19413,1.99466,4.32001,-2.26072e-08,-0.579208,-0.634874,0.859387,-2.26072e-08,-0.579208,-0.634874,0.0
1005,x_plane_Step_1_Incr_0,602,3.14159,2.29386,1.89493,0.858808,1.32633,3.14159,2.29386,1.89493,4.32691,-2.2363e-09,-0.519118,-0.682631,0.857595,-2.2363e-09,-0.519118,-0.682631,0.0
1006,x_plane_Step_1_Incr_0,603,3.14159,2.29386,1.7952,0.817254,1.41294,3.14159,2.29386,1.7952,4.28417,4.05653e-08,-0.481211,-0.658909,0.81592,4.05653e-08,-0.481211,-0.658909,0.0
1007,x_plane_Step_1_Incr_0,604,3.14159,2.39359,1.7952,0.831291,1.4689,3.14159,2.39359,1.7952,4.33839,3.6521e-08,-0.456132,-0.693638,0.830174,3.6521e-08,-0.456132,-0.693638,0.0
1008,x_plane_Step_1_Incr_0,605,3.14159,2.49333,1.69546,0.761533,1.34024,3.14159,2.49333,1.69546,4.35441,9.20568e-08,-0.407068,-0.638289,0.757045,9.20568e-08,-0.407068,-0.638289,0.0
1009,x_plane_Step_1_Incr_0,606,3.14159,2.59306,1.59573,0.660919,0.895916,3.14159,2.59306,1.59573,4.37492,1.02474e-07,-0.402901,-0.508295,0.648609,1.02474e-07,-0.402901,-0.508295,1.0
1015,x_plane_Step_1_Incr_0,607,3.14159,2.69279,1.496,0.550637,1.07978,3.14159,2.69279,1.496,4.39986,8.38316e-08,-0.42694,-0.320751,0.534003,8.38316e-08,-0.42694,-0.320751,1.0
1021,x_plane_Step_1_Incr_0,608,3.14159,2.79253,1.39626,0.324056,3.72016,3.14159,2.79253,1.39626,4.42915,7.56615e-08,-0.284572,-0.0423585,0.287707,7.56615e-08,-0.284572,-0.0423585,1.0
1027,x_plane_Step_1_Incr_0,609,3.14159,2.89226,1.29653,0.336562,4.81127,3.14159,2.89226,1.29653,4.46271,8.34667e-08,0.0148308,0.29835,0.298718,8.34667e-08,0.0148308,0.29835,1.0
1033,x_plane_Step_1_Incr_0,610,3.14159,2.99199,1.1968,0.601401,3.16444,3.14159,2.99199,1.1968,4.50044,6.7342e-08,0.162334,0.568435,0.59116,6.7342e-08,0.162334,0.568435,1.0
1039,x_plane_Step_1_Incr_0,611,3.14159,3.09173,1.09706,0.699294,1.13979,3.14159,3.09173,1.09706,4.54224,8.15709e-08,0.0860743,0.684305,0.689697,8.15709e-08,0.0860743,0.684305,1.0
1045,x_plane_Step_1_Incr_0,612,3.14159,0.598399,0.0,0.483761,0.310098,3.14159,0.598399,0.0,3.19808,-2.1227e-07,0.479348,0.0190739,0.479727,-2.1227e-07,0.479348,0.0190739,0.0
1046,x_plane_Step_1_Incr_0,613,3.14159,0.698132,0.0997331,0.527118,0.344732,3.14159,0.698132,0.0997331,3.21977,-9.68371e-08,0.521982,0.0393612,0.523464,-9.68371e-08,0.521982,0.0393612,0.0
1047,x_plane_Step_1_Incr_0,614,3.14159,0.797865,0.199466,0.569516,0.387723,3.14159,0.797865,0.199466,3.24746,-9.24971e-08,0.560426,0.0807617,0.566215,-9.24971e-08,0.560426,0.0807617,0.0
1048,x_plane_Step_1_Incr_0,615,3.14159,0.897598,0.299199,0.61378,0.443793,3.14159,0.897598,0.299199,3.28098,-9.95952e-08,0.597318,0.126414,0.610549,-9.95952e-08,0.597318,0.126414,0.0
1049,x_plane_Step_1_Incr_0,616,3.14159,0.997331,0.398932,0.661606,0.502534,3.14159,0.997331,0.398932,3.32015,-7.08812e-08,0.633905,0.177851,0.658382,-7.08812e-08,0.633905,0.177851,0.0
1050,x_plane_Step_1_Incr_0,617,3.14159,1.09706,0.498666,0.713162,0.565493,3.14159,1.09706,0.498666,3.36479,-4.38269e-08,0.66978,0.235206,0.709878,-4.38269e-08,0.66978,0.235206,0.0
1051,x_plane_Step_1_Incr_0,618,3.14159,1.1968,0.598399,0.76672,0.643823,3.14159,1.1968,0.598399,3.41468,-3.12796e-08,0.703256,0.297427,0.763566,-3.12796e-08,0.703256,0.297427,0.0
1052,x_plane_Step_1_Incr_0,619,3.14159,1.29653,0.698132,0.817239,0.717318,3.14159,1.29653,0.698132,3.46958,-3.11837e-08,0.731204,0.358958,0.814562,-3.11837e-08,0.731204,0.358958,0.0
1053,x_plane_Step_1_Incr_0,620,3.14159,1.39626,0.797865,0.85542,0.823068,3.14159,1.39626,0.797865,3.52927,-2.33816e-08,0.748971,0.409258,0.853492,-2.33816e-08,0.748971,0.409258,0.0
1054,x_plane_Step_1_Incr_0,621,3.14159,1.496,0.897598,0.867115,0.922078,3.14159,1.496,0.897598,3.59351,-1.2027e-08,0.748633,0.435883,0.866283,-1.2027e-08,0.748633,0.435883,0.0
1055,x_plane_Step_1_Incr_0,622,3.14159,1.59573,0.997331,0.835781,0.978388,3.14159,1.59573,0.997331,3.66205,2.61172e-08,0.726333,0.412394,0.835241,2.61172e-08,0.726333,0.412394,0.0
1056,x_plane_Step_1_Incr_0,623,3.14159,1.69546,1.09706,0.746864,0.885869,3.14159,1.69546,1.09706,3.73467,9.25103e-08,0.671954,0.31782,0.743325,9.25103e-08,0.671954,0.31782,0.0
1057,x_plane_Step_1_Incr_0,624,3.14159,1.7952,1.1968,0.617455,0.51603,3.14159,1.7952,1.1968,3.81112,1.06395e-07,0.58906,0.143972,0.606399,1.06395e-07,0.58906,0.143972,0.0
1058,x_plane_Step_1_Incr_0,625,3.14159,1.89493,1.29653,0.458957,1.60019,3.14159,1.89493,1.29653,3.89119,1.08655e-07,0.43967,-0.0493906,0.442436,1.08655e-07,0.43967,-0.0493906,0.0
1059,x_plane_Step_1_Incr_0,626,3.14159,1.99466,1.39626,0.242377,3.2441,3.14159,1.99466,1.39626,3.97465,1.16566e-07,0.025116,-0.108214,0.111091,1.16566e-07,0.025116,-0.108214,0.0
1060,x_plane_Step_1_Incr_0,627,3.14159,2.0944,1.496,0.380045,0.856642,3.14159,2.0944,1.496,4.06129,9.48366e-08,-0.303372,-0.204259,0.365727,9.48366e-08,-0.303372,-0.204259,0.0
1061,x_plane_Step_1_Incr_0,628,3.14159,2.19413,1.59573,0.566849,0.617349,3.14159,2.19413,1.59573,4.15092,9.35573e-08,-0.393037,-0.393245,0.555985,9.35573e-08,-0.393037,-0.393245,0.0
1062,x_plane_Step_1_Incr_0,629,3.14159,2.29386,1.69546,0.725576,1.15986,3.14159,2.29386,1.69546,4.24335,7.72969e-08,-0.436922,-0.573124,0.720675,7.72969e-08,-0.436922,-0.573124,0.0
1063,x_plane_Step_1_Incr_0,630,3.14159,2.39359,1.69546,0.749377,1.24338,3.14159,2.39359,1.69546,4.29808,8.24297e-08,-0.423917,-0.612602,0.744975,8.24297e-08,-0.423917,-0.612602,0.0
1064,x_plane_Step_1_Incr_0,631,3.14159,2.49333,1.59573,0.656898,0.849464,3.14159,2.49333,1.59573,4.31655,1.03436e-07,-0.400373,-0.507913,0.646741,1.03436e-07,-0.400373,-0.507913,1.0
1070,x_plane_Step_1_Incr_0,632,3.14159,2.59306,1.496,0.564572,0.680796,3.14159,2.59306,1.496,4.33954,8.8801e-08,-0.412477,-0.365538,0.55114,8.8801e-08,-0.412477,-0.365538,1.0
1076,x_plane_Step_1_Incr_0,633,3.14159,2.69279,1.39626,0.373884,2.83487,3.14159,2.69279,1.39626,4.36696,7.84411e-08,-0.31581,-0.171418,0.359333,7.84411e-08,-0.31581,-0.171418,1.0
1082,x_plane_Step_1_Incr_0,634,3.14159,2.79253,1.29653,0.216437,4.75525,3.14159,2.79253,1.29653,4.39873,8.46204e-08,-0.0184023,0.105683,0.107273,8.46204e-08,-0.0184023,0.105683,1.0
1088,x_plane_Step_1_Incr_0,635,3.14159,2.89226,1.1968,0.449191,3.77771,3.14159,2.89226,1.1968,4.43476,7.72711e-08,0.230135,0.369978,0.435713,7.72711e-08,0.230135,0.369978,1.0
1094,x_plane_Step_1_Incr_0,636,3.14159,2.99199,1.09706,0.599815,2.29109,3.14159,2.99199,1.09706,4.47495,6.1955e-08,0.243631,0.533529,0.586523,6.1955e-08,0.243631,0.533529,1.0
1100,x_plane_Step_1_Incr_0,637,3.14159,3.09173,0.997331,0.61115,0.783896,3.14159,3.09173,0.997331,4.51919,7.8943e-08,0.0970829,0.590943,0.598865,7.8943e-08,0.0970829,0.590943,1.0
1106,x_plane_Step_1_Incr_0,638,3.14159,3.19146,0.997331,0.61115,0.7839,3.14159,3.19146,0.997331,4.58799,8.37196e-08,-0.097085,0.590942,0.598864,8.37196e-08,-0.097085,0.590942,0.0
1107,x_plane_Step_1_Incr_0,639,3.14159,0.698132,0.0,0.525601,0.338869,3.14159,0.698132,0.0,3.21823,-1.97468e-07,0.522003,0.019228,0.522357,-1.97468e-07,0.522003,0.019228,0.0
1108,x_plane_Step_1_Incr_0,640,3.14159,0.797865,0.0997331,0.564404,0.371705,3.14159,0.797865,0.0997331,3.24286,-9.98347e-08,0.559825,0.0399882,0.561251,-9.98347e-08,0.559825,0.0399882,0.0
1109,x_plane_Step_1_Incr_0,641,3.14159,0.897598,0.199466,0.604179,0.419034,3.14159,0.897598,0.199466,3.27339,-9.12437e-08,0.595447,0.0828171,0.601178,-9.12437e-08,0.595447,0.0828171,0.0
1110,x_plane_Step_1_Incr_0,642,3.14159,0.997331,0.299199,0.64686,0.474321,3.14159,0.997331,0.299199,3.30965,-7.61467e-08,0.630523,0.130423,0.64387,-7.61467e-08,0.630523,0.130423,0.0
1111,x_plane_Step_1_Incr_0,643,3.14159,1.09706,0.398932,0.693289,0.529783,3.14159,1.09706,0.398932,3.35146,-4.5982e-08,0.66549,0.183441,0.69031,-4.5982e-08,0.66549,0.183441,0.0
1112,x_plane_Step_1_Incr_0,644,3.14159,1.1968,0.498666,0.743007,0.591619,3.14159,1.1968,0.498666,3.39862,-2.47188e-08,0.699399,0.241792,0.740015,-2.47188e-08,0.699399,0.241792,0.0
1113,x_plane_Step_1_Incr_0,645,3.14159,1.29653,0.598399,0.793099,0.669503,3.14159,1.29653,0.598399,3.4509,-2.43676e-08,0.730085,0.302704,0.79035,-2.43676e-08,0.730085,0.302704,0.0
1114,x_plane_Step_1_Incr_0,646,3.14159,1.39626,0.698132,0.837522,0.73895,3.14159,1.39626,0.698132,3.50807,-3.1969e-08,0.753934,0.359741,0.835362,-3.1969e-08,0.753934,0.359741,0.0
1115,x_plane_Step_1_Incr_0,647,3.14159,1.496,0.797865,0.86621,0.842063,3.14159,1.496,0.797865,3.5699,-2.864e-08,0.765547,0.402223,0.864781,-2.864e-08,0.765547,0.402223,0.0
