,Block Name,Point ID,CoordinateX,CoordinateY,CoordinateZ,Magnitude_Velocity_Dataset_V_MAG_N_1_1_0,Magnitude_Vorticity_Dataset_VORTICITY_MAG_N_1_1_0,Points_0,Points_1,Points_2,Points_Magnitude,Result_0,Result_1,Result_2,Result_Magnitude,X_Component_Velocity_Dataset_V_X_N_1_1_0,Y_Component_Velocity_Dataset_V_Y_N_1_1_0,Z_Component_Velocity_Dataset_V_Z_N_1_1_0,Vortex
4203,x_plane_Step_1_Incr_0,2590,3.14159,0.797865,4.68746,0.56635,0.51937,3.14159,0.797865,4.68746,5.69899,1.44662e-07,0.383868,-0.400909,0.555052,1.44662e-07,0.383868,-0.400909,0.0
4204,x_plane_Step_1_Incr_0,2591,3.14159,3.69013,6.28319,0.678551,0.662692,3.14159,3.69013,6.28319,7.93505,-6.37078e-08,-0.677725,0.0216682,0.678072,-6.37078e-08,-0.677725,0.0216682,0.0
4205,x_plane_Step_1_Incr_0,2592,3.14159,3.69013,6.18345,0.678496,0.65693,3.14159,3.69013,6.18345,7.85632,1.46727e-08,-0.676297,-0.0432155,0.677677,1.46727e-08,-0.676297,-0.0432155,0.0
4206,x_plane_Step_1_Incr_0,2593,3.14159,3.78986,6.08372,0.742546,0.718383,3.14159,3.78986,6.08372,7.82587,6.86065e-08,-0.736432,-0.0917217,0.742121,6.86065e-08,-0.736432,-0.0917217,0.0
4207,x_plane_Step_1_Incr_0,2594,3.14159,3.88959,5.98399,0.790048,0.745443,3.14159,3.88959,5.98399,7.79786,4.62511e-08,-0.776822,-0.142181,0.789726,4.62511e-08,-0.776822,-0.142181,0.0
4208,x_plane_Step_1_Incr_0,2595,3.14159,3.98932,5.88425,0.824233,0.756786,3.14159,3.98932,5.88425,7.77231,4.59787e-08,-0.801562,-0.190715,0.823938,4.59787e-08,-0.801562,-0.190715,0.0
4209,x_plane_Step_1_Incr_0,2596,3.14159,4.08906,5.78452,0.848784,0.757789,3.14159,4.08906,5.78452,7.74924,2.56191e-08,-0.815163,-0.235595,0.848526,2.56191e-08,-0.815163,-0.235595,0.0
4210,x_plane_Step_1_Incr_0,2597,3.14159,4.18879,5.68479,0.862381,0.770675,3.14159,4.18879,5.68479,7.72867,2.41706e-08,-0.817854,-0.272892,0.86218,2.41706e-08,-0.817854,-0.272892,0.0
4211,x_plane_Step_1_Incr_0,2598,3.14159,4.28852,5.58505,0.866749,0.791641,3.14159,4.28852,5.58505,7.71063,2.23359e-08,-0.811193,-0.304845,0.866583,2.23359e-08,-0.811193,-0.304845,0.0
4212,x_plane_Step_1_Incr_0,2599,3.14159,4.38826,5.48532,0.859733,0.830428,3.14159,4.38826,5.48532,7.69514,3.38035e-08,-0.793182,-0.331007,0.859479,3.38035e-08,-0.793182,-0.331007,0.0
4213,x_plane_Step_1_Incr_0,2600,3.14159,4.48799,5.38559,0.842895,0.882922,3.14159,4.48799,5.38559,7.6822,4.15129e-08,-0.765111,-0.352541,0.842425,4.15129e-08,-0.765111,-0.352541,0.0
4214,x_plane_Step_1_Incr_0,2601,3.14159,4.58772,5.28586,0.81607,0.942024,3.14159,4.58772,5.28586,7.67184,5.49793e-08,-0.726462,-0.369648,0.815099,5.49793e-08,-0.726462,-0.369648,0.0
4215,x_plane_Step_1_Incr_0,2602,3.14159,4.68746,5.18612,0.77861,0.989592,3.14159,4.68746,5.18612,7.66405,6.85229e-08,-0.677257,-0.380035,0.776597,6.85229e-08,-0.677257,-0.380035,0.0
4216,x_plane_Step_1_Incr_0,2603,3.14159,4.78719,5.08639,0.728699,0.983838,3.14159,4.78719,5.08639,7.65886,9.07786e-08,-0.617712,-0.3792,0.724818,9.07786e-08,-0.617712,-0.3792,0.0
4217,x_plane_Step_1_Incr_0,2604,3.14159,4.88692,4.98666,0.666208,0.907927,3.14159,4.88692,4.98666,7.65626,1.10355e-07,-0.549842,-0.364042,0.659434,1.10355e-07,-0.549842,-0.364042,0.0
4218,x_plane_Step_1_Incr_0,2605,3.14159,4.98666,4.88692,0.5919,0.729832,3.14159,4.98666,4.88692,7.65626,1.20908e-07,-0.477687,-0.331898,0.58167,1.20908e-07,-0.477687,-0.331898,0.0
4219,x_plane_Step_1_Incr_0,2606,3.14159,5.08639,4.78719,0.51112,0.492351,3.14159,5.08639,4.78719,7.65886,1.24993e-07,-0.408627,-0.284386,0.497847,1.24993e-07,-0.408627,-0.284386,0.0
4220,x_plane_Step_1_Incr_0,2607,3.14159,5.18612,4.68746,0.426545,0.544847,3.14159,5.18612,4.68746,7.66405,1.17208e-07,-0.342463,-0.228893,0.411914,1.17208e-07,-0.342463,-0.228893,0.0
4221,x_plane_Step_1_Incr_0,2608,3.14159,5.28586,4.58772,0.326539,1.38763,3.14159,5.28586,4.58772,7.67184,1.08398e-07,-0.249804,-0.18542,0.311099,1.08398e-07,-0.249804,-0.18542,0.0
4222,x_plane_Step_1_Incr_0,2609,3.14159,5.38559,4.48799,0.257232,2.92791,3.14159,5.38559,4.48799,7.6822,9.60694e-08,-0.0670672,-0.166772,0.179752,9.60694e-08,-0.0670672,-0.166772,0.0
4223,x_plane_Step_1_Incr_0,2610,3.14159,5.48532,4.38826,0.306997,3.73916,3.14159,5.48532,4.38826,7.69514,8.72865e-08,0.207819,-0.14613,0.254053,8.72865e-08,0.207819,-0.14613,0.0
4224,x_plane_Step_1_Incr_0,2611,3.14159,5.58505,4.28852,0.496286,2.93951,3.14159,5.58505,4.28852,7.71063,8.14701e-08,0.479727,-0.0839089,0.48701,8.14701e-08,0.479727,-0.0839089,1.0
4230,x_plane_Step_1_Incr_0,2612,3.14159,5.68479,4.18879,0.637038,1.42913,3.14159,5.68479,4.18879,7.72867,8.02564e-08,0.631156,0.0257421,0.631681,8.02564e-08,0.631156,0.0257421,1.0
4236,x_plane_Step_1_Incr_0,2613,3.14159,5.78452,4.08906,0.655634,0.53378,3.14159,5.78452,4.08906,7.74924,7.38672e-08,0.637002,0.13626,0.651412,7.38672e-08,0.637002,0.13626,0.0
4237,x_plane_Step_1_Incr_0,2614,3.14159,5.88425,3.98932,0.593066,0.17566,3.14159,5.88425,3.98932,7.77231,6.77756e-08,0.55179,0.205418,0.588786,6.77756e-08,0.55179,0.205418,0.0
4238,x_plane_Step_1_Incr_0,2615,3.14159,0.598399,4.28852,0.455015,3.34413,3.14159,0.598399,4.28852,5.34968,8.98587e-08,-0.444658,-0.040577,0.446505,8.98587e-08,-0.444658,-0.040577,1.0
4244,x_plane_Step_1_Incr_0,2616,3.14159,0.498666,4.28852,0.423193,3.55283,3.14159,0.498666,4.28852,5.33945,8.43537e-08,-0.413261,0.0357041,0.414801,8.43537e-08,-0.413261,0.0357041,1.0
4250,x_plane_Step_1_Incr_0,2617,3.14159,0.698132,4.38826,0.277804,3.94651,3.14159,0.698132,4.38826,5.44186,1.01502e-07,-0.148169,-0.13896,0.203135,1.01502e-07,-0.148169,-0.13896,0.0
4251,x_plane_Step_1_Incr_0,2618,3.14159,0.797865,4.48799,0.274457,2.63,3.14159,0.797865,4.48799,5.53609,1.11555e-07,0.134843,-0.192152,0.234745,1.11555e-07,0.134843,-0.192152,0.0
4252,x_plane_Step_1_Incr_0,2619,3.14159,0.897598,4.58772,0.38899,0.95693,3.14159,0.897598,4.58772,5.63227,1.27128e-07,0.29345,-0.236379,0.376813,1.27128e-07,0.29345,-0.236379,0.0
4253,x_plane_Step_1_Incr_0,2620,3.14159,0.897598,4.68746,0.526786,0.462367,3.14159,0.897598,4.68746,5.7138,1.38968e-07,0.373036,-0.355132,0.515048,1.38968e-07,0.373036,-0.355132,0.0
4254,x_plane_Step_1_Incr_0,2621,3.14159,3.59039,6.28319,0.594132,0.540903,3.14159,3.59039,6.28319,7.88917,5.50421e-09,-0.592199,0.0197877,0.592529,5.50421e-09,-0.592199,0.0197877,0.0
4255,x_plane_Step_1_Incr_0,2622,3.14159,3.59039,6.18345,0.594068,0.535532,3.14159,3.59039,6.18345,7.80997,4.18474e-08,-0.590811,-0.0395427,0.592133,4.18474e-08,-0.590811,-0.0395427,0.0
4256,x_plane_Step_1_Incr_0,2623,3.14159,3.69013,6.08372,0.678335,0.637236,3.14159,3.69013,6.08372,7.77806,8.82688e-08,-0.672133,-0.0848526,0.677468,8.82688e-08,-0.672133,-0.0848526,0.0
4257,x_plane_Step_1_Incr_0,2624,3.14159,3.78986,5.98399,0.742716,0.689319,3.14159,3.78986,5.98399,7.7486,6.89402e-08,-0.730303,-0.132987,0.742312,6.89402e-08,-0.730303,-0.132987,0.0
4258,x_plane_Step_1_Incr_0,2625,3.14159,3.88959,5.88425,0.790597,0.714611,3.14159,3.88959,5.88425,7.72159,6.49875e-08,-0.769599,-0.179941,0.790355,6.49875e-08,-0.769599,-0.179941,0.0
4259,x_plane_Step_1_Incr_0,2626,3.14159,3.98932,5.78452,0.824911,0.730261,3.14159,3.98932,5.78452,7.69708,4.83732e-08,-0.794083,-0.222759,0.824736,4.83732e-08,-0.794083,-0.222759,0.0
4260,x_plane_Step_1_Incr_0,2627,3.14159,4.08906,5.68479,0.845001,0.737764,3.14159,4.08906,5.68479,7.67508,4.97041e-08,-0.804777,-0.257208,0.84488,4.97041e-08,-0.804777,-0.257208,0.0
4261,x_plane_Step_1_Incr_0,2628,3.14159,4.18879,5.58505,0.852989,0.769443,3.14159,4.18879,5.58505,7.65561,4.19752e-08,-0.804001,-0.284406,0.852822,4.19752e-08,-0.804001,-0.284406,0.0
4262,x_plane_Step_1_Incr_0,2629,3.14159,4.28852,5.48532,0.84603,0.795711,3.14159,4.28852,5.48532,7.6387,5.42522e-08,-0.789704,-0.302494,0.845657,5.42522e-08,-0.789704,-0.302494,0.0
4263,x_plane_Step_1_Incr_0,2630,3.14159,4.38826,5.38559,0.825788,0.834013,3.14159,4.38826,5.38559,7.62437,6.52429e-08,-0.762647,-0.31437,0.824899,6.52429e-08,-0.762647,-0.31437,0.0
4264,x_plane_Step_1_Incr_0,2631,3.14159,4.48799,5.28586,0.792497,0.877197,3.14159,4.48799,5.28586,7.61262,7.91019e-08,-0.72301,-0.319908,0.790623,7.91019e-08,-0.72301,-0.319908,0.0
4265,x_plane_Step_1_Incr_0,2632,3.14159,4.58772,5.18612,0.746866,0.885872,3.14159,4.58772,5.18612,7.60346,9.42207e-08,-0.671955,-0.317821,0.743326,9.42207e-08,-0.671955,-0.317821,0.0
4266,x_plane_Step_1_Incr_0,2633,3.14159,4.68746,5.08639,0.688436,0.848449,3.14159,4.68746,5.08639,7.59692,1.0502e-07,-0.610059,-0.305568,0.682308,1.0502e-07,-0.610059,-0.305568,0.0
4267,x_plane_Step_1_Incr_0,2634,3.14159,4.78719,4.98666,0.619175,0.734421,3.14159,4.78719,4.98666,7.59299,1.16857e-07,-0.540546,-0.282054,0.609709,1.16857e-07,-0.540546,-0.282054,0.0
4268,x_plane_Step_1_Incr_0,2635,3.14159,4.88692,4.88692,0.542316,0.548832,3.14159,4.88692,4.88692,7.59168,1.14923e-07,-0.468416,-0.246302,0.529224,1.14923e-07,-0.468416,-0.246302,0.0
4269,x_plane_Step_1_Incr_0,2636,3.14159,4.98666,4.78719,0.459169,0.468439,3.14159,4.98666,4.78719,7.59299,1.16854e-07,-0.394805,-0.201338,0.443179,1.16854e-07,-0.394805,-0.201338,0.0
4270,x_plane_Step_1_Incr_0,2637,3.14159,5.08639,4.68746,0.365146,0.97541,3.14159,5.08639,4.68746,7.59692,1.2231e-07,-0.310595,-0.158327,0.348621,1.2231e-07,-0.310595,-0.158327,0.0
4271,x_plane_Step_1_Incr_0,2638,3.14159,5.18612,4.58772,0.260056,2.06679,3.14159,5.18612,4.58772,7.60346,1.07417e-07,-0.180907,-0.136338,0.22653,1.07417e-07,-0.180907,-0.136338,0.0
4272,x_plane_Step_1_Incr_0,2639,3.14159,5.28586,4.48799,0.257011,3.29503,3.14159,5.28586,4.48799,7.61262,9.48299e-08,0.0259705,-0.141192,0.143561,9.48299e-08,0.0259705,-0.141192,0.0
4273,x_plane_Step_1_Incr_0,2640,3.14159,5.38559,4.38826,0.351869,3.44388,3.14159,5.38559,4.38826,7.62437,8.45096e-08,0.287903,-0.141332,0.320722,8.45096e-08,0.287903,-0.141332,0.0
4274,x_plane_Step_1_Incr_0,2641,3.14159,5.48532,4.28852,0.538559,2.31874,3.14159,5.48532,4.28852,7.6387,7.88777e-08,0.520081,-0.095638,0.528802,7.88777e-08,0.520081,-0.095638,0.0
4275,x_plane_Step_1_Incr_0,2642,3.14159,5.58505,4.18879,0.659352,1.02372,3.14159,5.58505,4.18879,7.65561,8.15684e-08,0.653277,-0.00327398,0.653285,8.15684e-08,0.653277,-0.00327398,1.0
4281,x_plane_Step_1_Incr_0,2643,3.14159,5.68479,4.08906,0.686593,0.374759,3.14159,5.68479,4.08906,7.67508,7.47598e-08,0.674847,0.0994514,0.682135,7.47598e-08,0.674847,0.0994514,0.0
4282,x_plane_Step_1_Incr_0,2644,3.14159,5.78452,3.98932,0.648353,0.177203,3.14159,5.78452,3.98932,7.69708,7.01255e-08,0.621616,0.171859,0.644935,7.01255e-08,0.621616,0.171859,0.0
4283,x_plane_Step_1_Incr_0,2645,3.14159,5.88425,3.88959,0.571562,0.16251,3.14159,5.88425,3.88959,7.72159,6.81524e-08,0.529926,0.204218,0.567914,6.81524e-08,0.529926,0.204218,0.0
4284,x_plane_Step_1_Incr_0,2646,3.14159,5.98399,3.88959,0.493459,0.141583,3.14159,5.98399,3.88959,7.79786,6.80558e-08,0.43178,0.227833,0.488203,6.80558e-08,0.43178,0.227833,0.0
4285,x_plane_Step_1_Incr_0,2647,3.14159,0.698132,4.28852,0.496287,2.9395,3.14159,0.698132,4.28852,5.36176,9.13288e-08,-0.479728,-0.0839092,0.487011,9.13288e-08,-0.479728,-0.0839092,0.0
4286,x_plane_Step_1_Incr_0,2648,3.14159,0.797865,4.38826,0.306997,3.73916,3.14159,0.797865,4.38826,5.45555,1.01769e-07,-0.20782,-0.14613,0.254054,1.01769e-07,-0.20782,-0.14613,0.0
4287,x_plane_Step_1_Incr_0,2649,3.14159,0.897598,4.48799,0.257232,2.92792,3.14159,0.897598,4.48799,5.55134,1.09964e-07,0.0670662,-0.166771,0.179751,1.09964e-07,0.0670662,-0.166771,0.0
4288,x_plane_Step_1_Incr_0,2650,3.14159,0.997331,4.58772,0.326538,1.38764,3.14159,0.997331,4.58772,5.64902,1.19995e-07,0.249804,-0.18542,0.311099,1.19995e-07,0.249804,-0.18542,0.0
4289,x_plane_Step_1_Incr_0,2651,3.14159,0.997331,4.68746,0.480054,0.424952,3.14159,0.997331,4.68746,5.73032,1.31369e-07,0.360753,-0.296895,0.467215,1.31369e-07,0.360753,-0.296895,0.0
4290,x_plane_Step_1_Incr_0,2652,3.14159,3.49066,6.28319,0.489603,0.389617,3.14159,3.49066,6.28319,7.84428,8.33095e-08,-0.485568,0.0183992,0.485917,8.33095e-08,-0.485568,0.0183992,0.0
4291,x_plane_Step_1_Incr_0,2653,3.14159,3.49066,6.18345,0.489854,0.386214,3.14159,3.49066,6.18345,7.76463,7.25583e-08,-0.484421,-0.0369338,0.485827,7.25583e-08,-0.484421,-0.0369338,0.0
4292,x_plane_Step_1_Incr_0,2654,3.14159,3.59039,6.08372,0.594027,0.516144,3.14159,3.59039,6.08372,7.73125,9.85303e-08,-0.586894,-0.077839,0.592033,9.85303e-08,-0.586894,-0.077839,0.0
4293,x_plane_Step_1_Incr_0,2655,3.14159,3.69013,5.98399,0.677751,0.603988,3.14159,3.69013,5.98399,7.70031,8.56846e-08,-0.665568,-0.122981,0.676834,8.56846e-08,-0.665568,-0.122981,0.0
4294,x_plane_Step_1_Incr_0,2656,3.14159,3.78986,5.88425,0.741844,0.647751,3.14159,3.78986,5.88425,7.67184,8.54618e-08,-0.722093,-0.168061,0.741392,8.54618e-08,-0.722093,-0.168061,0.0
4295,x_plane_Step_1_Incr_0,2657,3.14159,3.88959,5.78452,0.788977,0.675434,3.14159,3.88959,5.78452,7.64586,6.35495e-08,-0.760597,-0.208751,0.788723,6.35495e-08,-0.760597,-0.208751,0.0
4296,x_plane_Step_1_Incr_0,2658,3.14159,3.98932,5.68479,0.819346,0.683929,3.14159,3.98932,5.68479,7.62241,6.70738e-08,-0.783117,-0.240299,0.819156,6.70738e-08,-0.783117,-0.240299,0.0
4297,x_plane_Step_1_Incr_0,2659,3.14159,4.08906,5.58505,0.832465,0.71247,3.14159,4.08906,5.58505,7.6015,6.23052e-08,-0.790057,-0.26126,0.832134,6.23052e-08,-0.790057,-0.26126,0.0
4298,x_plane_Step_1_Incr_0,2660,3.14159,4.18879,5.48532,0.828266,0.740824,3.14159,4.18879,5.48532,7.58316,7.1476e-08,-0.781565,-0.271914,0.827516,7.1476e-08,-0.781565,-0.271914,0.0
4299,x_plane_Step_1_Incr_0,2661,3.14159,4.28852,5.38559,0.805885,0.764828,3.14159,4.28852,5.38559,7.5674,8.45273e-08,-0.756664,-0.272591,0.804267,8.45273e-08,-0.756664,-0.272591,0.0
4300,x_plane_Step_1_Incr_0,2662,3.14159,4.38826,5.28586,0.76728,0.782622,3.14159,4.38826,5.28586,7.55425,9.60281e-08,-0.716887,-0.264545,0.764141,9.60281e-08,-0.716887,-0.264545,0.0
4301,x_plane_Step_1_Incr_0,2663,3.14159,4.48799,5.18612,0.714578,0.762651,3.14159,4.48799,5.18612,7.54371,1.08623e-07,-0.66381,-0.249227,0.709054,1.08623e-07,-0.66381,-0.249227,0.0
4302,x_plane_Step_1_Incr_0,2664,3.14159,4.58772,5.08639,0.649645,0.687826,3.14159,4.58772,5.08639,7.53579,1.12074e-07,-0.599621,-0.226538,0.640987,1.12074e-07,-0.599621,-0.226538,0.0
4303,x_plane_Step_1_Incr_0,2665,3.14159,4.68746,4.98666,0.576128,0.536996,3.14159,4.68746,4.98666,7.53051,1.16802e-07,-0.528786,-0.195754,0.563857,1.16802e-07,-0.528786,-0.195754,0.0
4304,x_plane_Step_1_Incr_0,2666,3.14159,4.78719,4.88692,0.495893,0.454506,3.14159,4.78719,4.88692,7.52787,1.13898e-07,-0.45351,-0.15681,0.479855,1.13898e-07,-0.45351,-0.15681,0.0
4305,x_plane_Step_1_Incr_0,2667,3.14159,4.88692,4.78719,0.402822,0.864205,3.14159,4.88692,4.78719,7.52787,1.17968e-07,-0.366305,-0.117719,0.384756,1.17968e-07,-0.366305,-0.117719,0.0
4306,x_plane_Step_1_Incr_0,2668,3.14159,4.98666,4.68746,0.289642,1.70503,3.14159,4.98666,4.68746,7.53051,1.15304e-07,-0.251028,-0.0952479,0.268491,1.15304e-07,-0.251028,-0.0952479,0.0
4307,x_plane_Step_1_Incr_0,2669,3.14159,5.08639,4.58772,0.228695,2.82942,3.14159,5.08639,4.58772,7.53579,1.16863e-07,-0.0791705,-0.0973591,0.125486,1.16863e-07,-0.0791705,-0.0973591,0.0
4308,x_plane_Step_1_Incr_0,2670,3.14159,5.18612,4.48799,0.268128,3.38575,3.14159,5.18612,4.48799,7.54371,9.89298e-08,0.139606,-0.119201,0.183572,9.89298e-08,0.139606,-0.119201,0.0
4309,x_plane_Step_1_Incr_0,2671,3.14159,5.28586,4.38826,0.414336,2.83163,3.14159,5.28586,4.38826,7.55425,8.8046e-08,0.37541,-0.124585,0.395543,8.8046e-08,0.37541,-0.124585,0.0
4310,x_plane_Step_1_Incr_0,2672,3.14159,5.38559,4.28852,0.575345,1.6251,3.14159,5.38559,4.28852,7.5674,8.04928e-08,0.559095,-0.0820441,0.565083,8.04928e-08,0.559095,-0.0820441,0.0
4311,x_plane_Step_1_Incr_0,2673,3.14159,5.48532,4.18879,0.672509,0.66434,3.14159,5.48532,4.18879,7.58316,7.94457e-08,0.665582,-0.00230648,0.665586,7.94457e-08,0.665582,-0.00230648,0.0
4312,x_plane_Step_1_Incr_0,2674,3.14159,5.58505,4.08906,0.706727,0.291395,3.14159,5.58505,4.08906,7.6015,7.8549e-08,0.69652,0.0869617,0.701927,7.8549e-08,0.69652,0.0869617,0.0
4313,x_plane_Step_1_Incr_0,2675,3.14159,5.68479,3.98932,0.691625,0.237129,3.14159,5.68479,3.98932,7.62241,7.11294e-08,0.670189,0.156957,0.688323,7.11294e-08,0.670189,0.156957,0.0
4314,x_plane_Step_1_Incr_0,2676,3.14159,5.78452,3.88959,0.63872,0.237407,3.14159,5.78452,3.88959,7.64586,6.85843e-08,0.606497,0.191483,0.636006,6.85843e-08,0.606497,0.191483,0.0
4315,x_plane_Step_1_Incr_0,2677,3.14159,0.698132,4.18879,0.659352,1.02371,3.14159,0.698132,4.18879,5.28233,8.94564e-08,-0.653277,-0.0032741,0.653285,8.94564e-08,-0.653277,-0.0032741,0.0
4316,x_plane_Step_1_Incr_0,2678,3.14159,0.598399,4.18879,0.637039,1.42912,3.14159,0.598399,4.18879,5.27007,8.53489e-08,-0.631157,0.0257416,0.631681,8.53489e-08,-0.631157,0.0257416,0.0
4317,x_plane_Step_1_Incr_0,2679,3.14159,0.797865,4.28852,0.53856,2.31873,3.14159,0.797865,4.28852,5.37565,9.35817e-08,-0.520082,-0.095638,0.528802,9.35817e-08,-0.520082,-0.095638,0.0
4318,x_plane_Step_1_Incr_0,2680,3.14159,0.897598,4.38826,0.351869,3.44388,3.14159,0.897598,4.38826,5.47102,1.03668e-07,-0.287904,-0.141332,0.320723,1.03668e-07,-0.287904,-0.141332,0.0
4319,x_plane_Step_1_Incr_0,2681,3.14159,0.997331,4.48799,0.257011,3.29503,3.14159,0.997331,4.48799,5.56833,1.13785e-07,-0.0259718,-0.141192,0.143561,1.13785e-07,-0.0259718,-0.141192,0.0
4320,x_plane_Step_1_Incr_0,2682,3.14159,1.09706,4.58772,0.260055,2.0668,3.14159,1.09706,4.58772,5.66748,1.2333e-07,0.180906,-0.136338,0.226529,1.2333e-07,0.180906,-0.136338,0.0
4321,x_plane_Step_1_Incr_0,2683,3.14159,1.09706,4.68746,0.426544,0.54485,3.14159,1.09706,4.68746,5.74851,1.26285e-07,0.342463,-0.228892,0.411913,1.26285e-07,0.342463,-0.228892,0.0
4322,x_plane_Step_1_Incr_0,2684,3.14159,3.39093,6.28319,0.367119,0.230796,3.14159,3.39093,6.28319,7.80041,1.37113e-07,-0.359583,0.0170279,0.359986,1.37113e-07,-0.359583,0.0170279,0.0
4323,x_plane_Step_1_Incr_0,2685,3.14159,3.39093,6.18345,0.368117,0.230273,3.14159,3.39093,6.18345,7.7203,8.59981e-08,-0.358974,-0.0344508,0.360623,8.59981e-08,-0.358974,-0.0344508,0.0
4324,x_plane_Step_1_Incr_0,2686,3.14159,3.49066,6.08372,0.490808,0.372713,3.14159,3.49066,6.08372,7.68544,1.05416e-07,-0.48127,-0.0729414,0.486766,1.05416e-07,-0.48127,-0.0729414,0.0
4325,x_plane_Step_1_Incr_0,2687,3.14159,3.59039,5.98399,0.593751,0.482127,3.14159,3.59039,5.98399,7.65301,9.00077e-08,-0.58072,-0.11341,0.591691,9.00077e-08,-0.58072,-0.11341,0.0
4326,x_plane_Step_1_Incr_0,2688,3.14159,3.69013,5.88425,0.676681,0.555521,3.14159,3.69013,5.88425,7.62306,9.70376e-08,-0.657437,-0.155716,0.675626,9.70376e-08,-0.657437,-0.155716,0.0
4327,x_plane_Step_1_Incr_0,2689,3.14159,3.78986,5.78452,0.739166,0.595222,3.14159,3.78986,5.78452,7.59561,7.96119e-08,-0.712635,-0.194049,0.738582,7.96119e-08,-0.712635,-0.194049,0.0
4328,x_plane_Step_1_Incr_0,2690,3.14159,3.88959,5.68479,0.782754,0.614314,3.14159,3.88959,5.68479,7.57069,7.65572e-08,-0.749667,-0.223581,0.782297,7.65572e-08,-0.749667,-0.223581,0.0
4329,x_plane_Step_1_Incr_0,2691,3.14159,3.98932,5.58505,0.805089,0.629692,3.14159,3.98932,5.58505,7.54832,7.33255e-08,-0.768243,-0.238701,0.804472,7.33255e-08,-0.768243,-0.238701,0.0
4330,x_plane_Step_1_Incr_0,2692,3.14159,4.08906,5.48532,0.806511,0.653656,3.14159,4.08906,5.48532,7.52853,8.47142e-08,-0.768526,-0.240451,0.805264,8.47142e-08,-0.768526,-0.240451,1.0
4336,x_plane_Step_1_Incr_0,2693,3.14159,4.18879,5.38559,0.785206,0.669819,3.14159,4.18879,5.38559,7.51133,9.45278e-08,-0.748501,-0.228794,0.782688,9.45278e-08,-0.748501,-0.228794,0.0
4337,x_plane_Step_1_Incr_0,2694,3.14159,4.28852,5.28586,0.743896,0.661991,3.14159,4.28852,5.28586,7.49675,1.03726e-07,-0.709896,-0.206301,0.739265,1.03726e-07,-0.709896,-0.206301,0.0
4338,x_plane_Step_1_Incr_0,2695,3.14159,4.38826,5.18612,0.686421,0.614867,3.14159,4.38826,5.18612,7.4848,1.0666e-07,-0.655282,-0.17741,0.678873,1.0666e-07,-0.655282,-0.17741,0.0
4339,x_plane_Step_1_Incr_0,2696,3.14159,4.48799,5.08639,0.617457,0.516035,3.14159,4.48799,5.08639,7.47549,1.1013e-07,-0.589061,-0.143975,0.6064,1.1013e-07,-0.589061,-0.143975,0.0
4340,x_plane_Step_1_Incr_0,2697,3.14159,4.58772,4.98666,0.539509,0.458255,3.14159,4.58772,4.98666,7.46884,1.05731e-07,-0.513706,-0.1062,0.524569,1.05731e-07,-0.513706,-0.1062,0.0
4341,x_plane_Step_1_Incr_0,2698,3.14159,4.68746,4.88692,0.448851,0.820676,3.14159,4.68746,4.88692,7.46484,1.15036e-07,-0.425109,-0.0690741,0.430685,1.15036e-07,-0.425109,-0.0690741,0.0
4342,x_plane_Step_1_Incr_0,2699,3.14159,4.78719,4.78719,0.335294,1.63965,3.14159,4.78719,4.78719,7.46351,1.07055e-07,-0.311885,-0.0477304,0.315516,1.07055e-07,-0.311885,-0.0477304,0.0
4343,x_plane_Step_1_Incr_0,2700,3.14159,4.88692,4.68746,0.229703,2.6069,3.14159,4.88692,4.68746,7.46484,9.93367e-08,-0.149729,-0.0465874,0.15681,9.93367e-08,-0.149729,-0.0465874,0.0
4344,x_plane_Step_1_Incr_0,2701,3.14159,4.98666,4.58772,0.231363,3.25217,3.14159,4.98666,4.58772,7.46884,1.07369e-07,0.04698,-0.0715857,0.085625,1.07369e-07,0.04698,-0.0715857,0.0
4345,x_plane_Step_1_Incr_0,2702,3.14159,5.08639,4.48799,0.312659,2.94389,3.14159,5.08639,4.48799,7.47549,1.01421e-07,0.260892,-0.0943331,0.277423,1.01421e-07,0.260892,-0.0943331,0.0
4346,x_plane_Step_1_Incr_0,2703,3.14159,5.18612,4.38826,0.47483,1.97175,3.14159,5.18612,4.38826,7.4848,8.68626e-08,0.450896,-0.0896775,0.459727,8.68626e-08,0.450896,-0.0896775,0.0
4347,x_plane_Step_1_Incr_0,2704,3.14159,5.28586,4.28852,0.601302,0.94107,3.14159,5.28586,4.28852,7.49675,8.22154e-08,0.588484,-0.0448789,0.590193,8.22154e-08,0.588484,-0.0448789,0.0
4348,x_plane_Step_1_Incr_0,2705,3.14159,5.38559,4.18879,0.679691,0.439487,3.14159,5.38559,4.18879,7.51133,7.89806e-08,0.671585,0.0239603,0.672013,7.89806e-08,0.671585,0.0239603,0.0
4349,x_plane_Step_1_Incr_0,2706,3.14159,5.48532,4.08906,0.720676,0.322225,3.14159,5.48532,4.08906,7.52853,7.81002e-08,0.708816,0.0972709,0.715459,7.81002e-08,0.708816,0.0972709,0.0
4350,x_plane_Step_1_Incr_0,2707,3.14159,5.58505,3.98932,0.724827,0.327091,3.14159,5.58505,3.98932,7.54832,7.00164e-08,0.704328,0.157086,0.721632,7.00164e-08,0.704328,0.157086,0.0
